identifier,trade_update_date,run_date,vessel_name,port_of_unlading,estimated_arrival_date,foreign_port_of_lading,record_status_indicator,place_of_receipt,port_of_destination,foreign_port_of_destination,secondary_notify_party_1,actual_arrival_date,consignee_name,consignee_address,consignee_contact_name,consignee_comm_number_qualifier,consignee_comm_number,shipper_party_name,shipper_address,shipper_contact_name,shipper_comm_number_qualifier,shipper_comm_number,container_number,description_sequence_number,piece_count,description_text,harmonized_number,harmonized_value,harmonized_weight,harmonized_weight_unit
2017041050746,2017-03-27T00:00:00,2017-04-10T00:00:00,AQUATRAIN,"Anchorage, Alaska",2017-04-06T00:00:00,"Prince Rupert, BC ,Canada",New,PRINCE RUPERT,,,,2017-04-09T00:00:00,,,,,,,,,,,NDYX892070,1,1,CEMENT,,,,
2017041050747,2017-03-27T00:00:00,2017-04-10T00:00:00,AQUATRAIN,"Anchorage, Alaska",2017-04-06T00:00:00,"Prince Rupert, BC ,Canada",New,PRINCE RUPERT,,,,2017-04-09T00:00:00,AIR LIQUIDE AMERICA,6510 ARCTIC SPUR ROAD    ANCHORAGE AK  US,,,,AIR LIQUIDE CANADA INC,1250 52ND ST NW    MEDICINE HAT AB 0 CA,,,,UTLX900295,1,1,"CARBON DIOXIDE, REFRIGERATED LIQUID",,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MIEU2030570,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,CLHU8955359,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,AMFU8700853,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,AMFU8781393,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,CAIU8191477,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,CAIU8335337,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,CAIU9649672,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,CAXU3177930,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,CAXU7435668,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,CAXU9982915,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,CLHU9051314,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,DAYU6113147,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,DAYU6700078,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,GATU8448109,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,GESU5917358,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,GLDU0586079,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,GVCU2185810,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MAEU6195416,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MHHU5629806,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MIEU0027495,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0251890,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0307048,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0323917,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0323938,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0324636,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0325490,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0326731,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0327065,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0327553,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0327759,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0327825,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0329999,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0330027,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0331790,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0332550,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0333622,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0333751,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0333812,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0334059,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0334070,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0334104,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0334125,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0334378,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0334383,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0334418,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0335498,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0335590,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0335604,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0335610,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0335820,1,1,EMPTY CONTAINER,,,,
2017041173048,2017-03-27T00:00:00,2017-04-11T00:00:00,O.M. AGARUM,"Anchorage, Alaska",2017-04-11T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-04-10T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0335883,1,1,EMPTY CONTAINER,,,,
